a	0.0729015907137912
aardvark	0.13085502261200394
abdomen	0.11909186329979163
abduct	0.07355764049026244
ability	0.10464035686439811
able	0.10460003138018342
abnormal	0.08067461375254564
above	0.07789124341865178
absence	0.07161284622867616
absent	0.10523593104922045
abstract	0.1117065528624106
absurd	0.06571563627400723
abundance	0.08752234749561653
abuse	0.11661367944489495
accelerate	0.09824147293894873
accept	0.09756203731939865
accident	0.1032723032284337
accommodation	0.1337868429362201
accomplish	0.07881570233014197
accomplished	0.0982362309208092
account	0.11411099832815429
accumulate	0.08840777507732407
accurate	0.10538689539863322
accuse	0.0849350460452768
ace	0.10792269204767087
ache	0.08469132375156242
achieve	0.08838757232595713
achievement	0.0843769141054975
acid	0.10931036852610608
acknowledge	0.11723122904077173
acorn	0.11635010733436316
acquire	0.08518000783506767
acre	0.08017201957886871
acrobat	0.14059620324331215
act	0.12355577016297059
action	0.09802883032911594
active	0.11303571978201851
activity	0.11308646075284252
actor	0.13910751979893599
actress	0.14590090374247386
ad	0.12218120741920593
add	0.11463148129196503
addict	0.08726211387487964
addiction	0.07138497570226601
addition	0.14169015198086315
address	0.1960014453301063
adjective	0.1738984175456258
adjourn	0.08894214973835728
adjustment	0.10539861874645934
admire	0.0861003398854966
admission	0.1159527994811726
admit	0.1156334174510378
adolescent	0.12443966329670869
adorable	0.08327617864303577
adore	0.11262304282971831
adorn	0.08369313488783052
adult	0.10882923847112136
adultery	0.09627268013711542
adults	0.12490713986544273
advance	0.11066091357467649
adventure	0.09575248992798897
adventurous	0.09831634927302217
adverb	0.17196029886507835
adversary	0.0907485930296855
advertisement	0.1098885546080195
advice	0.09135413714803946
advil	0.19199226763194951
advise	0.09133964625055878
aerobics	0.14083009747167427
affair	0.09805937056470355
affect	0.10166033715821611
affection	0.08717992528855131
afraid	0.08673146647992186
africa	0.10733363332871634
after	0.113620367885018
afternoon	0.08756096786256444
again	0.1108683335973929
against	0.09143021391728559
age	0.10947507810659515
agency	0.09275846755764901
agenda	0.13164736893601142
agent	0.09291503268759697
aggravate	0.09390861842369375
aggressive	0.08576415065602841
agony	0.1505922577320001
agree	0.11093982740138204
agreement	0.08979911306568493
agriculture	0.0939434862934435
ahead	0.10369806335664367
ahoy	0.1255176570218725
aid	0.1056398339724789
aids	0.0998453369913384
aim	0.1128937134375939
air	0.08868660276893
air force	0.17715299759919828
aircraft	0.1136004704504441
airplane	0.1144196290594454
alarm	0.1301315174987301
album	0.09563386160820626
alcohol	0.15945994858749402
ale	0.17236069922263805
alert	0.13071980738104919
algae	0.11268773681382672
algebra	0.1153854550817647
alike	0.07716844191092652
alive	0.0838888593272527
all	0.11204419787734365
allegiance	0.12922825118264136
allergy	0.08686416293449628
alley	0.16442516763240864
alligator	0.11028771572186648
allow	0.1385173163496149
almanac	0.13508327870319287
almighty	0.09033532475945182
almond	0.13686286436441616
alone	0.07754298027549596
alphabet	0.13465145324380734
alter	0.08408642450992304
alternative	0.0981541442601249
alto	0.172360822911828
aluminum	0.10564692862307987
always	0.16944729092841346
amateur	0.08725913782389118
amaze	0.16449281540818703
ambition	0.0735137167546222
ambulance	0.177373207341402
america	0.1059815398656214
american	0.09243834026110095
amount	0.14851064496219923
amp	0.14107617090522603
amuse	0.1326852814748119
analysis	0.09397867030153671
analyze	0.09968917369241796
anarchy	0.10697095415865382
anatomy	0.12069559837094485
ancestor	0.09210243481539715
anchor	0.11024719881825149
ancient	0.09456595566887886
angel	0.08971621733194647
anger	0.10752541952742597
angle	0.1335203020236431
angry	0.10688326231932316
animal	0.09224751182766154
animals	0.09502163323131987
anisette	0.18622700235782524
ankle	0.11854355300370699
annihilate	0.11724997290219061
announce	0.09592821912911649
announcement	0.11551254414744341
annoy	0.11163550809694406
annoying	0.10491365392764028
annual	0.1159907460030622
another	0.09838724415988112
answer	0.10128534784755455
ant	0.13228738287654826
anteater	0.12322088392594686
antecedent	0.16147911523779232
antelope	0.14191530427107443
antenna	0.12462558969616508
antidote	0.11547903346184354
antique	0.10030094297029651
antler	0.11971900592056604
antlers	0.12977079330251004
